sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,Sergio Busquets i Burgos,"CDM, CM",86,86,45000000,200000,32,7/16/88,189,76,241,FC Barcelona,Spain Primera Division,1,CDM,5,,9/1/08,2023,45,Spain,1362,CDM,5,Right,3,3,4,Medium/Medium,Lean (185+),Yes,92300000,,"Leadership, Team Player",42,62,79,80,82,75,62,67,68,87,44,81,66,68,85,86,40,43,67,86,50,61,66,78,72,54,81,85,77,83,60,90,84,82,81,5,8,13,9,13,,70+3,70+3,70+3,73,75,75,75,73,78+3,78+3,78+3,75+3,82+3,82+3,82+3,75+3,77+3,84+2,84+2,84+2,77+3,76+3,79+3,79+3,79+3,76+3,17+3,https://cdn.sofifa.net/players/189/511/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
189513,https://sofifa.com/player/189513/daniel-parejo-munoz/220002,Parejo,Daniel Parejo Muñoz,CM,86,86,53500000,64000,32,4/16/89,182,74,483,Villarreal CF,Spain Primera Division,1,LCM,5,,8/12/20,2024,45,Spain,,,,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,112400000,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder","Solid Player, Long Passer (AI), Playmaker (AI)",50,83,90,81,71,69,86,83,61,92,72,82,88,90,90,86,52,49,63,80,72,81,49,78,70,88,58,81,82,89,88,85,70,70,69,5,9,12,14,8,,77+2,77+2,77+2,80,81,81,81,80,83+2,83+2,83+2,81+2,85+1,85+1,85+1,81+2,77+2,80+2,80+2,80+2,77+2,74+2,71+2,71+2,71+2,74+2,17+2,https://cdn.sofifa.net/players/189/513/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
192984,https://sofifa.com/player/192984/koen-casteels/220002,K. Casteels,Koen Casteels,GK,86,87,52000000,88000,29,6/25/92,197,86,175,VfL Wolfsburg,German 1. Bundesliga,1,GK,1,,1/21/15,2024,7,Belgium,,,,Left,2,1,3,Medium/Medium,Normal (185+),Yes,92300000,,Comes For Crosses,,,,,,,15,15,14,35,13,14,20,13,37,23,44,46,50,83,43,60,58,44,72,18,33,16,15,42,20,40,11,19,17,85,83,80,84,87,45,32+3,32+3,32+3,29,31,31,31,29,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,29+3,32+3,32+3,32+3,29+3,29+3,29+3,29+3,29+3,29+3,84+3,https://cdn.sofifa.net/players/192/984/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/be.png
198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,Lorenzo Insigne,"LW, CF",86,86,65500000,125000,30,6/4/91,163,59,48,Napoli,Italian Serie A,1,LW,24,,7/1/10,2022,27,Italy,1343,LW,10,Right,4,4,4,High/Medium,Unique,Yes,111400000,"#Dribbler, #FK Specialist","Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",87,78,85,90,36,45,77,76,59,87,74,90,87,86,84,93,90,84,89,79,93,76,50,74,34,82,34,26,81,89,87,81,53,24,22,8,4,14,9,10,,77+3,77+3,77+3,85,84,84,84,85,86,86,86,85+1,80+3,80+3,80+3,85+1,63+3,59+3,59+3,59+3,63+3,58+3,44+3,44+3,44+3,58+3,16+3,https://cdn.sofifa.net/players/198/219/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
201024,https://sofifa.com/player/201024/kalidou-koulibaly/220002,K. Koulibaly,Kalidou Koulibaly,CB,86,86,55500000,105000,30,6/20/91,187,89,48,Napoli,Italian Serie A,1,LCB,26,,7/1/14,2023,136,Senegal,,,,Right,3,2,3,Medium/High,Unique,Yes,94400000,"#Tackling, #Strength",Power Header,81,28,51,65,87,85,30,22,84,63,14,69,28,28,63,64,74,87,51,83,34,55,82,70,94,15,83,85,35,52,33,82,90,88,86,7,11,7,13,5,,56+3,56+3,56+3,55,57,57,57,55,57+3,57+3,57+3,59+3,62+3,62+3,62+3,59+3,73+3,76+3,76+3,76+3,73+3,76+3,85+1,85+1,85+1,76+3,17+3,https://cdn.sofifa.net/players/201/024/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/sn.png
201535,https://sofifa.com/player/201535/raphael-varane/220002,R. Varane,Raphaël Varane,CB,86,88,68500000,180000,28,4/25/93,191,81,11,Manchester United,English Premier League,1,RCB,19,,7/27/21,2025,18,France,1335,RCB,4,Right,3,2,3,Medium/High,Unique,Yes,131900000,#Tackling ,Dives Into Tackles (AI),82,49,64,65,87,82,42,46,86,78,42,55,46,52,76,78,79,85,62,84,39,52,81,76,86,53,80,85,55,59,43,83,86,88,87,11,11,9,5,14,,66+3,66+3,66+3,64,66,66,66,64,67+3,67+3,67+3,67+3,72+3,72+3,72+3,67+3,77+3,81+3,81+3,81+3,77+3,80+3,85+3,85+3,85+3,80+3,18+3,https://cdn.sofifa.net/players/201/535/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,Riyad Mahrez,"RW, RM",86,86,65500000,220000,30,2/21/91,179,67,10,Manchester City,English Premier League,1,RW,26,,7/10/18,2023,97,Algeria,,,,Left,4,5,3,Medium/Medium,Unique,Yes,121200000,"#Dribbler, #Acrobat","Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",81,79,81,90,38,60,81,81,48,83,76,91,85,78,75,91,84,79,92,81,88,79,56,75,57,79,48,39,80,84,70,84,45,31,22,15,9,13,11,6,,78+3,78+3,78+3,85,83,83,83,85,85+1,85+1,85+1,84+2,78+3,78+3,78+3,84+2,64+3,61+3,61+3,61+3,64+3,58+3,48+3,48+3,48+3,58+3,18+3,https://cdn.sofifa.net/players/204/485/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/dz.png
208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,Gerard Moreno Balagueró,"ST, RM, RW",86,86,68000000,73000,29,4/7/92,180,77,483,Villarreal CF,Spain Primera Division,1,RS,7,,7/2/18,2027,45,Spain,1362,ST,9,Left,4,3,2,High/Medium,Lean (170-185),Yes,142800000,#Clinical Finisher,"Finesse Shot, Outside Foot Shot",79,86,77,84,46,73,77,89,82,81,81,86,75,62,75,85,80,78,77,89,70,83,76,79,75,83,61,42,87,78,85,78,44,41,41,15,12,7,12,10,,84+2,84+2,84+2,83,84,84,84,83,83+2,83+2,83+2,83+2,78+2,78+2,78+2,83+2,66+2,64+2,64+2,64+2,66+2,64+2,58+2,58+2,58+2,64+2,20+2,https://cdn.sofifa.net/players/208/093/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
208830,https://sofifa.com/player/208830/jamie-vardy/220002,J. Vardy,Jamie Vardy,ST,86,86,33000000,180000,34,1/11/87,179,74,95,Leicester City,English Premier League,1,ST,9,,5/1/12,2023,14,England,,,,Right,4,3,3,High/Medium,Unique,Yes,62700000,,"Dives Into Tackles (AI), Team Player, Chip Shot (AI)",85,84,70,80,52,73,69,90,79,74,84,78,68,60,60,82,85,85,76,91,76,87,80,76,66,67,87,49,92,76,85,88,45,52,54,15,14,7,15,11,,84+2,84+2,84+2,81,83,83,83,81,80+3,80+3,80+3,80+3,74+3,74+3,74+3,80+3,68+3,65+3,65+3,65+3,68+3,67+3,63+3,63+3,63+3,67+3,22+3,https://cdn.sofifa.net/players/208/830/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,Fábio Henrique Tavares,"CDM, CB",86,88,73500000,165000,27,10/23/93,188,78,9,Liverpool,English Premier League,1,CDM,3,,7/1/18,2026,54,Brazil,,,,Right,2,3,3,Medium/High,Unique,Yes,141500000,"#Tackling, #Tactician ","Dives Into Tackles (AI), Long Passer (AI)",67,69,78,78,85,83,75,63,75,84,47,78,71,53,82,81,65,68,64,86,64,81,75,88,81,70,85,87,70,75,90,84,86,87,85,13,12,6,8,8,,74+3,74+3,74+3,75,75,75,75,75,76+3,76+3,76+3,77+3,81+3,81+3,81+3,77+3,82+3,84+3,84+3,84+3,82+3,82+3,84+3,84+3,84+3,82+3,18+3,https://cdn.sofifa.net/players/209/499/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,João Pedro Cavaco Cancelo,"RB, LB",86,87,71500000,185000,27,5/27/94,182,74,10,Manchester City,English Premier League,1,LB,27,,8/7/19,2025,38,Portugal,1354,RB,20,Right,4,4,3,High/Medium,Unique,Yes,137600000,#Crosser,"Long Shot Taker (AI), Technical Dribbler (AI)",85,71,83,84,80,72,86,68,72,85,62,85,84,69,78,85,86,84,80,85,78,80,72,90,62,75,73,80,80,83,46,85,79,82,80,6,9,15,14,14,,78+3,78+3,78+3,82,81,81,81,82,82+3,82+3,82+3,83+3,83+3,83+3,83+3,83+3,84+3,81+3,81+3,81+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3,https://cdn.sofifa.net/players/210/514/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
212218,https://sofifa.com/player/212218/aymeric-laporte/220002,A. Laporte,Aymeric Laporte,CB,86,89,77000000,185000,27,5/27/94,191,85,10,Manchester City,English Premier League,1,LCB,14,,1/30/18,2024,45,Spain,1362,LCB,24,Left,3,2,3,Medium/Medium,Unique,Yes,148200000,"#Tackling, #Tactician ",Long Passer (AI),63,50,72,69,86,80,58,45,84,82,40,63,61,69,80,78,59,67,57,87,60,68,80,72,84,47,81,87,54,65,44,84,86,87,86,10,11,5,14,5,,66+3,66+3,66+3,65,66,66,66,65,68+3,68+3,68+3,68+3,74+3,74+3,74+3,68+3,77+3,82+3,82+3,82+3,77+3,79+3,85+3,85+3,85+3,79+3,18+3,https://cdn.sofifa.net/players/212/218/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,Kingsley Junior Coman,"LM, RM, LW",86,87,81000000,120000,25,6/13/96,180,76,21,FC Bayern München,German 1. Bundesliga,1,SUB,11,,8/30/15,2023,18,France,1335,SUB,20,Right,3,4,4,Medium/Medium,Unique,Yes,139700000,"#Speedster, #Dribbler, #Acrobat","Injury Prone, Speed Dribbler (AI)",93,76,79,88,30,60,79,75,61,80,77,89,83,70,74,88,94,93,91,85,84,80,73,69,64,73,35,23,85,81,70,78,29,27,21,5,3,5,3,5,,80+3,80+3,80+3,85,84,84,84,85,84+3,84+3,84+3,84+3,75+3,75+3,75+3,84+3,60+3,55+3,55+3,55+3,60+3,56+3,45+3,45+3,45+3,56+3,13+3,https://cdn.sofifa.net/players/213/345/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM, RW",86,87,80000000,200000,26,8/10/94,173,64,10,Manchester City,English Premier League,1,SUB,20,,7/1/17,2025,38,Portugal,1354,RCM,10,Left,3,4,2,High/High,Lean (170-185),Yes,154000000,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,76,83,91,54,67,85,77,51,86,70,92,84,67,76,90,83,77,94,84,92,76,51,93,54,76,70,54,83,84,68,87,49,63,45,9,10,14,12,9,,77+2,77+2,77+2,85,84,84,84,85,85+2,85+2,85+2,85+2,82+2,82+2,82+2,85+2,74+2,71+2,71+2,71+2,74+2,69+2,60+2,60+2,60+2,69+2,18+2,https://cdn.sofifa.net/players/218/667/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,"CM, RM, ST",86,89,88000000,95000,26,1/30/95,184,74,240,Atlético de Madrid,Spain Primera Division,1,RM,14,,7/1/19,2027,45,Spain,1362,RB,6,Right,4,3,3,High/Medium,Lean (170-185),Yes,187000000,#Playmaker ,Speed Dribbler (AI),88,80,81,82,78,82,74,81,67,86,64,82,73,58,83,84,86,90,82,86,69,84,69,90,79,79,83,82,87,86,64,83,79,80,74,13,6,6,11,15,,82+3,82+3,82+3,83,84,84,84,83,84+3,84+3,84+3,84+3,84+3,84+3,84+3,84+3,82+3,83+3,83+3,83+3,82+3,81+3,79+3,79+3,79+3,81+3,19+3,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,Rodrigo Hernández Cascante,CDM,86,89,81000000,175000,25,6/22/96,191,82,10,Manchester City,English Premier League,1,CDM,16,,7/4/19,2024,45,Spain,1362,SUB,16,Right,4,3,3,Medium/High,Normal (185+),Yes,155900000,,Solid Player,61,70,77,78,82,82,63,64,78,85,59,78,65,54,83,82,60,62,65,80,65,83,72,87,82,76,76,83,75,81,46,83,83,84,78,10,10,7,14,8,,75+3,75+3,75+3,74,76,76,76,74,78+3,78+3,78+3,76+3,82+3,82+3,82+3,76+3,78+3,83+3,83+3,83+3,78+3,78+3,81+3,81+3,81+3,78+3,18+3,https://cdn.sofifa.net/players/231/866/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
232363,https://sofifa.com/player/232363/milan-skriniar/220002,M. Škriniar,Milan Škriniar,CB,86,88,74000000,150000,26,2/11/95,188,80,44,Inter,Italian Serie A,1,RCB,37,,7/7/17,2023,43,Slovakia,,,,Right,3,2,3,Medium/High,Unique,Yes,131400000,#Tactician ,"Solid Player, Team Player",80,41,53,69,87,84,40,42,81,72,40,67,34,30,49,72,76,84,54,86,56,50,84,79,86,30,84,86,30,46,56,87,90,88,82,10,13,12,8,12,,60+3,60+3,60+3,60,60,60,60,60,60+3,60+3,60+3,62+3,64+3,64+3,64+3,62+3,76+3,77+3,77+3,77+3,76+3,78+3,85+3,85+3,85+3,78+3,19+3,https://cdn.sofifa.net/players/232/363/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/sk.png
143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,Alejandro Darío Gómez,"CAM, CF, CM",85,85,33500000,51000,33,2/15/88,167,68,481,Sevilla FC,Spain Primera Division,1,LCM,24,,1/26/21,2024,52,Argentina,1369,SUB,17,Right,4,4,3,High/Medium,Normal (170-),Yes,70400000,#Acrobat,"Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",87,78,84,87,39,55,83,77,38,85,72,85,85,79,80,86,91,83,93,86,93,79,70,75,44,82,56,40,80,86,72,85,50,30,34,8,11,12,9,6,,76+3,76+3,76+3,84,83,83,83,84,84+1,84+1,84+1,84+1,79+3,79+3,79+3,84+1,66+3,62+3,62+3,62+3,66+3,61+3,49+3,49+3,49+3,61+3,17+3,https://cdn.sofifa.net/players/143/076/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
163587,https://sofifa.com/player/163587/kasper-schmeichel/220002,K. Schmeichel,Kasper Peter Schmeichel,GK,85,85,9000000,115000,34,11/5/86,189,89,95,Leicester City,English Premier League,1,GK,1,,6/1/11,2023,13,Denmark,1331,GK,1,Right,3,1,2,Medium/Medium,Stocky (185+),Yes,17100000,,"Solid Player, Leadership, Team Player",,,,,,,18,12,16,44,15,12,13,15,46,40,45,51,61,82,47,60,60,34,64,14,35,20,13,59,26,67,14,14,13,84,78,80,83,90,47,33+2,33+2,33+2,33,35,35,35,33,38+2,38+2,38+2,35+2,39+2,39+2,39+2,35+2,31+2,36+2,36+2,36+2,31+2,30+2,29+2,29+2,29+2,30+2,83+2,https://cdn.sofifa.net/players/163/587/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1331/60.png,https://cdn.sofifa.net/flags/dk.png
164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002,Thiago Silva,Thiago Emiliano da Silva,CB,85,85,9500000,105000,36,9/22/84,183,79,5,Chelsea,English Premier League,1,SUB,6,,8/28/20,2022,54,Brazil,,,,Right,3,2,4,Medium/High,Normal (170-185),Yes,17600000,#Tactician ,"Leadership, Power Header",53,54,72,72,86,78,60,40,81,80,61,67,62,61,80,79,52,54,67,82,66,71,88,68,82,65,76,88,59,71,60,86,87,86,84,9,12,5,9,10,,65+3,65+3,65+3,65,67,67,67,65,69+3,69+3,69+3,67+3,75+3,75+3,75+3,67+3,76+3,82+3,82+3,82+3,76+3,77+3,83+2,83+2,83+2,77+3,18+3,https://cdn.sofifa.net/players/164/240/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,David Josué Jiménez Silva,"CAM, CM",85,85,22000000,44000,35,1/8/86,173,67,457,Real Sociedad,Spain Primera Division,1,CAM,21,,8/17/20,2022,45,Spain,,,,Left,2,4,4,High/Medium,Normal (170-185),Yes,46200000,"#Dribbler, #Playmaker, #Complete Midfielder","Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",63,74,87,87,52,53,83,72,53,90,82,86,82,77,83,90,70,57,84,85,89,72,61,66,45,73,56,50,86,90,75,91,58,53,29,6,15,7,6,12,,75+3,75+3,75+3,82,82,82,82,82,84+1,84+1,84+1,82+3,82+3,82+3,82+3,82+3,67+3,68+3,68+3,68+3,67+3,62+3,56+3,56+3,56+3,62+3,18+3,https://cdn.sofifa.net/players/168/542/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
177683,https://sofifa.com/player/177683/yann-sommer/220002,Y. Sommer,Yann Sommer,GK,85,85,26500000,40000,32,12/17/88,183,79,23,Borussia Mönchengladbach,German 1. Bundesliga,1,GK,1,,7/1/14,2023,47,Switzerland,,,,Right,4,1,3,Medium/Medium,Normal (170-185),Yes,45100000,,Comes For Crosses,,,,,,,13,13,10,40,8,15,12,13,31,25,48,54,55,82,58,63,73,45,68,12,38,21,15,64,24,57,9,19,12,79,81,84,86,86,50,32+3,32+3,32+3,32,34,34,34,32,36+3,36+3,36+3,34+3,37+3,37+3,37+3,34+3,30+3,33+3,33+3,33+3,30+3,29+3,29+3,29+3,29+3,29+3,83+2,https://cdn.sofifa.net/players/177/683/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
179813,https://sofifa.com/player/179813/edinson-cavani/220002,E. Cavani,Edinson Roberto Cavani Gómez,ST,85,85,26000000,190000,34,2/14/87,185,77,11,Manchester United,English Premier League,1,SUB,21,,10/5/20,2022,60,Uruguay,,,,Right,4,3,4,High/High,Unique,Yes,48100000,,"Injury Prone, Power Header",66,86,70,76,51,79,68,89,88,75,86,74,76,74,52,81,64,68,68,90,57,87,88,81,77,77,81,54,93,75,85,85,45,48,39,12,5,13,13,10,,84+1,84+1,84+1,78,81,81,81,78,78+3,78+3,78+3,76+3,73+3,73+3,73+3,76+3,65+3,64+3,64+3,64+3,65+3,63+3,63+3,63+3,63+3,63+3,19+3,https://cdn.sofifa.net/players/179/813/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/uy.png
183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,Eden Hazard,LW,85,85,52000000,240000,30,1/7/91,175,74,243,Real Madrid CF,Spain Primera Division,1,LW,7,,7/1/19,2024,7,Belgium,1325,LF,10,Right,4,4,4,Medium/Medium,Unique,Yes,106600000,#Dribbler,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84,80,82,88,35,63,77,78,61,85,82,89,83,79,81,88,86,82,87,79,89,82,55,77,61,77,54,41,83,84,87,89,34,27,22,11,12,6,8,8,,79+3,79+3,79+3,84,83,83,83,84,84+1,84+1,84+1,83+2,78+3,78+3,78+3,83+2,63+3,61+3,61+3,61+3,63+3,58+3,48+3,48+3,48+3,58+3,17+3,https://cdn.sofifa.net/players/183/277/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
184344,https://sofifa.com/player/184344/leonardo-bonucci/220002,L. Bonucci,Leonardo Bonucci,CB,85,85,17500000,110000,34,5/1/87,190,85,45,Juventus,Italian Serie A,1,RCB,19,,8/2/18,2024,27,Italy,1343,RCB,19,Right,4,2,3,Medium/High,Lean (185+),Yes,28900000,"#Tactician, #Strength","Power Free-Kick, Solid Player, Long Passer (AI), Power Header",64,58,69,72,86,80,44,48,83,81,58,69,56,60,81,79,60,68,59,82,53,74,90,65,86,65,82,86,38,71,70,86,88,85,81,2,2,3,2,4,,66+3,66+3,66+3,64,66,66,66,64,69+3,69+3,69+3,66+3,74+3,74+3,74+3,66+3,74+3,82+3,82+3,82+3,74+3,76+3,84+1,84+1,84+1,76+3,11+3,https://cdn.sofifa.net/players/184/344/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
185122,https://sofifa.com/player/185122/peter-gulacsi/220002,P. Gulácsi,Péter Gulácsi,GK,85,85,28500000,87000,31,5/6/90,191,86,112172,RB Leipzig,German 1. Bundesliga,1,GK,1,,7/1/15,2025,23,Hungary,1886,GK,1,Right,2,1,3,Medium/Medium,Normal (185+),Yes,48500000,,Rushes Out Of Goal,,,,,,,16,10,23,35,10,19,18,11,31,25,42,44,41,81,42,57,67,35,74,12,34,23,11,44,24,45,25,16,20,85,84,76,82,86,43,31+3,31+3,31+3,29,31,31,31,29,31+3,31+3,31+3,31+3,32+3,32+3,32+3,31+3,30+3,33+3,33+3,33+3,30+3,30+3,33+3,33+3,33+3,30+3,83+2,https://cdn.sofifa.net/players/185/122/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1886/60.png,https://cdn.sofifa.net/flags/hu.png
186942,https://sofifa.com/player/186942/ilkay-gundogan/220002,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",85,85,51500000,185000,30,10/24/90,180,80,10,Manchester City,English Premier League,1,LCM,8,,7/1/16,2023,21,Germany,1337,SUB,21,Right,4,4,3,High/Medium,Normal (170-185),Yes,95300000,"#Dribbler, #Playmaker, #Complete Midfielder","Injury Prone, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",65,80,85,86,73,72,78,80,50,88,75,86,86,80,85,89,66,65,77,86,77,79,61,74,73,81,70,78,82,86,80,87,76,75,67,11,14,5,5,13,,78+3,78+3,78+3,82,82,82,82,82,84+1,84+1,84+1,82+3,84+1,84+1,84+1,82+3,78+3,80+3,80+3,80+3,78+3,75+3,73+3,73+3,73+3,75+3,19+3,https://cdn.sofifa.net/players/186/942/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
188350,https://sofifa.com/player/188350/marco-reus/220002,M. Reus,Marco Reus,"CAM, CF",85,85,43000000,95000,32,5/31/89,180,71,22,Borussia Dortmund,German 1. Bundesliga,1,CAM,11,,7/1/12,2023,21,Germany,,,,Right,4,4,4,High/Medium,Unique,Yes,73100000,,"Injury Prone, Finesse Shot, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",73,84,84,85,47,63,85,84,44,85,85,85,88,85,79,86,76,71,83,86,82,86,68,67,66,83,51,49,85,86,76,85,52,38,54,12,12,13,13,11,,79+3,79+3,79+3,84,83,83,83,84,84+1,84+1,84+1,83+2,79+3,79+3,79+3,83+2,68+3,66+3,66+3,66+3,68+3,64+3,56+3,56+3,56+3,64+3,20+3,https://cdn.sofifa.net/players/188/350/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
